1367,player_3,Scout,160.0,0.05
1368,player_2,Guard,14.77,0.05
1369,player_1,Scout,134.35,0.05
1370,player_1,Guard,57.74,0.05
1371,player_3,Scout,180.8,0.05
1372,player_1,Guard,7.41,0.05
1373,player_1,Scout,127.67,0.05
1374,player_0,Guard,-95.69,0.05
1375,player_3,Scout,155.62,0.05
1376,player_1,Guard,22.98,0.05
1377,player_1,Scout,153.45,0.05
1378,player_1,Guard,17.34,0.05
1379,player_3,Scout,150.18,0.05
1380,player_3,Guard,63.84,0.05
1381,player_1,Scout,164.5,0.05
1382,player_3,Guard,64.49,0.05
1383,player_3,Scout,90.32,0.05
1384,player_3,Guard,31.35,0.05
1385,player_1,Scout,194.24,0.05
1386,player_1,Guard,46.87,0.05
1387,player_3,Scout,143.21,0.05
1388,player_3,Guard,65.31,0.05
1389,player_1,Scout,175.37,0.05
1390,player_3,Guard,3.91,0.05
1391,player_3,Scout,174.72,0.05
1392,player_3,Guard,73.07,0.05
1393,player_1,Scout,132.18,0.05
1394,player_3,Guard,79.41,0.05
1395,player_3,Scout,142.07,0.05
1396,player_3,Guard,79.17,0.05
1397,player_1,Scout,143.04,0.05
1398,player_1,Guard,62.79,0.05
1399,player_3,Scout,180.97,0.05
1400,player_3,Guard,82.23,0.05
1401,player_1,Scout,145.85,0.05
1402,player_1,Guard,64.87,0.05
1403,player_3,Scout,168.49,0.05
1404,player_3,Guard,64.56,0.05
1405,player_1,Scout,153.3,0.05
1406,player_0,Guard,64.79,0.05
1407,player_3,Scout,148.13,0.05
1408,player_3,Guard,76.81,0.05
1409,player_1,Scout,61.69,0.05
1410,player_1,Guard,25.25,0.05
1411,player_3,Scout,136.23,0.05
1412,player_2,Guard,70.96,0.05
1413,player_1,Scout,154.33,0.05
1414,player_3,Guard,81.6,0.05
1415,player_3,Scout,154.22,0.05
1416,player_2,Guard,34.64,0.05
1417,player_1,Scout,180.81,0.05
1418,player_3,Guard,72.64,0.05
1419,player_3,Scout,165.72,0.05
1420,player_3,Guard,72.05,0.05
1421,player_1,Scout,137.31,0.05
1422,player_0,Guard,-89.89,0.05
1423,player_3,Scout,146.7,0.05
1424,player_2,Guard,4.14,0.05
1425,player_1,Scout,102.64,0.05
1426,player_1,Guard,55.8,0.05
1427,player_3,Scout,164.84,0.05
1428,player_2,Guard,54.7,0.05
1429,player_1,Scout,181.26,0.05
1430,player_1,Guard,53.7,0.05
1431,player_3,Scout,161.73,0.05
1432,player_3,Guard,76.73,0.05
1433,player_1,Scout,193.44,0.05
1434,player_0,Guard,-16.17,0.05
1435,player_3,Scout,146.0,0.05
1436,player_1,Guard,58.39,0.05
1437,player_1,Scout,148.46,0.05
1438,player_0,Guard,45.27,0.05
1439,player_3,Scout,166.71,0.05
1440,player_2,Guard,75.39,0.05
1441,player_1,Scout,119.85,0.05
1442,player_3,Guard,76.18,0.05
1443,player_3,Scout,145.44,0.05
1444,player_3,Guard,85.73,0.05
1445,player_1,Scout,171.75,0.05
1446,player_0,Guard,59.63,0.05
1447,player_3,Scout,179.92,0.05
1448,player_3,Guard,72.69,0.05
1449,player_1,Scout,140.34,0.05
1450,player_0,Guard,35.6,0.05
1451,player_3,Scout,153.22,0.05
1452,player_2,Guard,92.14,0.05
1453,player_1,Scout,188.12,0.05
1454,player_3,Guard,-25.09,0.05
1455,player_3,Scout,183.54,0.05
1456,player_2,Guard,72.96,0.05
1457,player_1,Scout,167.87,0.05
1458,player_3,Guard,73.54,0.05
1459,player_3,Scout,174.81,0.05
1460,player_3,Guard,71.16,0.05
1461,player_1,Scout,115.64,0.05
1462,player_3,Guard,61.09,0.05
1463,player_3,Scout,137.98,0.05
1464,player_3,Guard,74.92,0.05
1465,player_1,Scout,185.39,0.05
1466,player_1,Guard,64.51,0.05
1467,player_3,Scout,189.55,0.05
1468,player_1,Guard,-98.89,0.05
1469,player_1,Scout,189.87,0.05
1470,player_0,Guard,61.52,0.05
1471,player_3,Scout,182.88,0.05
1472,player_2,Guard,64.75,0.05
1473,player_1,Scout,176.4,0.05
1474,player_0,Guard,38.98,0.05
1475,player_3,Scout,186.19,0.05
1476,player_2,Guard,76.96,0.05
1477,player_1,Scout,158.14,0.05
1478,player_3,Guard,65.42,0.05
1479,player_3,Scout,166.74,0.05
1480,player_1,Guard,0.21,0.05
1481,player_1,Scout,154.21,0.05
1482,player_1,Guard,57.73,0.05
1483,player_3,Scout,186.66,0.05
1484,player_1,Guard,63.14,0.05
1485,player_1,Scout,138.58,0.05
1486,player_0,Guard,70.89,0.05
1487,player_3,Scout,171.7,0.05
1488,player_3,Guard,-106.59,0.05
1489,player_1,Scout,163.77,0.05
1490,player_3,Guard,60.69,0.05
1491,player_3,Scout,178.76,0.05
1492,player_2,Guard,77.4,0.05
1493,player_1,Scout,163.97,0.05
1494,player_0,Guard,61.54,0.05
1495,player_3,Scout,185.06,0.05
1496,player_3,Guard,75.7,0.05
1497,player_1,Scout,183.74,0.05
1498,player_1,Guard,67.68,0.05
1499,player_3,Scout,187.01,0.05
1500,player_2,Guard,69.46,0.05
1501,player_1,Scout,106.22,0.05
1502,player_3,Guard,63.85,0.05
1503,player_3,Scout,151.15,0.05
1504,player_2,Guard,77.06,0.05
1505,player_1,Scout,159.3,0.05
1506,player_3,Guard,-106.69,0.05
1507,player_3,Scout,186.64,0.05
1508,player_2,Guard,81.3,0.05
1509,player_1,Scout,164.25,0.05
1510,player_0,Guard,52.74,0.05
1511,player_3,Scout,181.93,0.05
1512,player_3,Guard,59.02,0.05
1513,player_1,Scout,153.99,0.05
1514,player_3,Guard,28.72,0.05
1515,player_3,Scout,171.63,0.05
1516,player_1,Guard,58.32,0.05
1517,player_1,Scout,174.07,0.05
1518,player_1,Guard,62.5,0.05
1519,player_3,Scout,151.03,0.05
1520,player_3,Guard,75.76,0.05
1521,player_1,Scout,159.82,0.05
1522,player_1,Guard,54.66,0.05
1523,player_3,Scout,185.27,0.05
1524,player_2,Guard,65.34,0.05
1525,player_1,Scout,137.25,0.05
1526,player_3,Guard,68.58,0.05
1527,player_3,Scout,181.68,0.05
1528,player_2,Guard,75.9,0.05
1529,player_1,Scout,164.24,0.05
1530,player_1,Guard,61.24,0.05
1531,player_3,Scout,173.8,0.05
1532,player_1,Guard,63.7,0.05
1533,player_1,Scout,160.0,0.05
1534,player_1,Guard,56.83,0.05
1535,player_3,Scout,202.91,0.05
1536,player_3,Guard,72.97,0.05
1537,player_1,Scout,207.64,0.05
1538,player_1,Guard,60.34,0.05
1539,player_3,Scout,197.86,0.05
1540,player_1,Guard,67.14,0.05
1541,player_1,Scout,120.51,0.05
1542,player_0,Guard,68.38,0.05
1543,player_3,Scout,186.1,0.05
1544,player_2,Guard,60.26,0.05
1545,player_1,Scout,178.57,0.05
1546,player_3,Guard,71.09,0.05
1547,player_3,Scout,164.46,0.05
1548,player_1,Guard,37.52,0.05
1549,player_1,Scout,172.91,0.05
1550,player_1,Guard,66.29,0.05
1551,player_3,Scout,172.07,0.05
1552,player_2,Guard,79.41,0.05
1553,player_1,Scout,182.39,0.05
1554,player_0,Guard,64.31,0.05
1555,player_3,Scout,173.88,0.05
1556,player_2,Guard,75.79,0.05
1557,player_1,Scout,165.78,0.05
1558,player_1,Guard,64.31,0.05
1559,player_3,Scout,181.25,0.05
1560,player_1,Guard,50.19,0.05
1561,player_1,Scout,191.04,0.05
1562,player_3,Guard,72.45,0.05
1563,player_3,Scout,144.95,0.05
1564,player_3,Guard,77.15,0.05
1565,player_1,Scout,136.85,0.05
1566,player_1,Guard,64.03,0.05
1567,player_3,Scout,144.29,0.05
1568,player_3,Guard,78.16,0.05
1569,player_1,Scout,182.28,0.05
1570,player_3,Guard,-56.29,0.05
1571,player_3,Scout,155.19,0.05
1572,player_2,Guard,68.77,0.05
1573,player_1,Scout,111.64,0.05
1574,player_1,Guard,62.33,0.05
1575,player_3,Scout,173.77,0.05
1576,player_1,Guard,64.86,0.05
1577,player_1,Scout,146.09,0.05
1578,player_1,Guard,56.09,0.05
1579,player_3,Scout,169.36,0.05
1580,player_2,Guard,71.6,0.05
1581,player_1,Scout,176.15,0.05
1582,player_3,Guard,58.31,0.05
1583,player_3,Scout,182.3,0.05
1584,player_3,Guard,58.05,0.05
1585,player_1,Scout,176.9,0.05
1586,player_1,Guard,59.01,0.05
1587,player_3,Scout,172.87,0.05
1588,player_2,Guard,48.08,0.05
1589,player_1,Scout,146.92,0.05
1590,player_3,Guard,-21.59,0.05
1591,player_3,Scout,184.19,0.05
1592,player_1,Guard,67.05,0.05
1593,player_1,Scout,165.87,0.05
1594,player_3,Guard,-37.89,0.05
1595,player_3,Scout,182.19,0.05
1596,player_2,Guard,68.49,0.05
1597,player_1,Scout,176.17,0.05
1598,player_1,Guard,67.88,0.05
1597,player_1,Scout,187.71,0.05
1598,player_1,Guard,61.97,0.05
1599,player_3,Scout,146.31,0.05
1600,player_2,Guard,60.75,0.05
1601,player_1,Scout,163.38,0.05
1602,player_3,Guard,-27.29,0.05
1603,player_3,Scout,176.2,0.05
1604,player_1,Guard,-27.69,0.05
1605,player_1,Scout,162.1,0.05
1606,player_1,Guard,50.81,0.05
1607,player_3,Scout,147.7,0.05
1608,player_2,Guard,79.01,0.05
1609,player_1,Scout,164.96,0.05
1610,player_0,Guard,60.24,0.05
1611,player_3,Scout,188.5,0.05
1612,player_1,Guard,63.05,0.05
1613,player_1,Scout,142.11,0.05
1614,player_1,Guard,67.88,0.05
1615,player_3,Scout,183.93,0.05
1616,player_2,Guard,70.33,0.05
1617,player_1,Scout,176.28,0.05
1618,player_1,Guard,59.66,0.05
1619,player_3,Scout,203.54,0.05
1620,player_1,Guard,35.15,0.05
1621,player_1,Scout,139.3,0.05
1622,player_1,Guard,60.95,0.05
1623,player_3,Scout,193.71,0.05
1624,player_3,Guard,76.67,0.05
1625,player_1,Scout,124.49,0.05
1626,player_1,Guard,64.64,0.05
1627,player_3,Scout,102.56,0.05
1628,player_1,Guard,64.81,0.05
1629,player_1,Scout,180.89,0.05
1630,player_0,Guard,10.85,0.05
1631,player_3,Scout,155.47,0.05
1632,player_2,Guard,72.61,0.05
1633,player_1,Scout,185.38,0.05
1634,player_0,Guard,63.29,0.05
1635,player_3,Scout,141.11,0.05
1636,player_2,Guard,55.23,0.05
1637,player_1,Scout,166.82,0.05
1638,player_1,Guard,67.07,0.05
1639,player_3,Scout,189.3,0.05
1640,player_1,Guard,19.35,0.05
1641,player_1,Scout,152.58,0.05
1642,player_1,Guard,52.21,0.05
1643,player_3,Scout,122.17,0.05
1644,player_3,Guard,78.2,0.05
1645,player_1,Scout,197.04,0.05
1646,player_3,Guard,79.37,0.05
1647,player_3,Scout,154.87,0.05
1648,player_3,Guard,75.32,0.05
1649,player_1,Scout,176.74,0.05
1650,player_3,Guard,76.24,0.05
1651,player_3,Scout,186.29,0.05
1652,player_1,Guard,68.34,0.05
1653,player_1,Scout,137.46,0.05
1654,player_0,Guard,70.41,0.05
1655,player_3,Scout,172.95,0.05
1656,player_2,Guard,74.06,0.05
1657,player_1,Scout,168.99,0.05
1658,player_1,Guard,60.73,0.05
1659,player_3,Scout,171.94,0.05
1660,player_3,Guard,61.63,0.05
1661,player_1,Scout,172.01,0.05
1662,player_3,Guard,-78.79,0.05
1663,player_3,Scout,161.13,0.05
1664,player_1,Guard,63.5,0.05
1665,player_1,Scout,154.9,0.05
1666,player_0,Guard,70.41,0.05
1667,player_3,Scout,151.17,0.05
1668,player_2,Guard,83.52,0.05
1669,player_1,Scout,169.11,0.05
1670,player_3,Guard,75.13,0.05
1671,player_3,Scout,163.27,0.05
1672,player_3,Guard,60.47,0.05
1673,player_1,Scout,140.32,0.05
1674,player_3,Guard,-76.89,0.05
1675,player_3,Scout,155.58,0.05
1676,player_1,Guard,64.38,0.05
1677,player_1,Scout,159.31,0.05
1678,player_3,Guard,74.76,0.05
1679,player_3,Scout,138.59,0.05
1680,player_1,Guard,63.03,0.05
1681,player_1,Scout,164.07,0.05
1682,player_3,Guard,62.13,0.05
1683,player_3,Scout,169.24,0.05
1684,player_3,Guard,80.79,0.05
1685,player_1,Scout,188.54,0.05
1686,player_1,Guard,60.94,0.05
1687,player_3,Scout,154.78,0.05
1688,player_3,Guard,71.29,0.05
1689,player_1,Scout,190.67,0.05
1690,player_3,Guard,77.14,0.05
1691,player_3,Scout,171.03,0.05
1692,player_2,Guard,77.11,0.05
1693,player_1,Scout,185.39,0.05
1694,player_0,Guard,69.9,0.05
1695,player_3,Scout,142.6,0.05
1696,player_1,Guard,70.38,0.05
1697,player_1,Scout,64.58,0.05
1698,player_3,Guard,83.32,0.05
1699,player_3,Scout,186.34,0.05
1700,player_2,Guard,60.97,0.05
1701,player_1,Scout,133.57,0.05
1702,player_0,Guard,66.53,0.05
1703,player_3,Scout,172.58,0.05
1704,player_3,Guard,78.26,0.05
1705,player_1,Scout,193.91,0.05
1706,player_0,Guard,67.16,0.05
1707,player_3,Scout,200.29,0.05
1708,player_1,Guard,63.79,0.05
1709,player_1,Scout,136.29,0.05
1710,player_1,Guard,65.86,0.05
1711,player_3,Scout,170.09,0.05
1712,player_3,Guard,75.67,0.05
1713,player_1,Scout,189.07,0.05
1714,player_3,Guard,-66.79,0.05
1715,player_3,Scout,175.83,0.05
1716,player_2,Guard,80.15,0.05
1717,player_1,Scout,142.73,0.05
1718,player_0,Guard,67.04,0.05
1719,player_3,Scout,135.83,0.05
1720,player_2,Guard,56.9,0.05
1721,player_1,Scout,199.64,0.05
1722,player_3,Guard,72.2,0.05
1723,player_3,Scout,166.81,0.05
1724,player_1,Guard,58.95,0.05
1725,player_1,Scout,152.83,0.05
1726,player_0,Guard,67.05,0.05
1727,player_3,Scout,168.12,0.05
1728,player_3,Guard,81.23,0.05
1729,player_1,Scout,200.29,0.05
1730,player_0,Guard,-31.59,0.05
1731,player_3,Scout,202.79,0.05
1732,player_2,Guard,74.9,0.05
1733,player_1,Scout,152.56,0.05
1734,player_3,Guard,-64.29,0.05
1735,player_3,Scout,180.75,0.05
1736,player_1,Guard,46.05,0.05
1737,player_1,Scout,158.84,0.05
1738,player_3,Guard,8.28,0.05
1739,player_3,Scout,151.09,0.05
1740,player_2,Guard,66.93,0.05
1741,player_1,Scout,151.38,0.05
1742,player_3,Guard,-60.09,0.05
1743,player_3,Scout,179.87,0.05
1744,player_3,Guard,82.19,0.05
1745,player_1,Scout,158.63,0.05
1746,player_3,Guard,77.31,0.05
1747,player_3,Scout,196.68,0.05
1748,player_1,Guard,67.54,0.05
1749,player_1,Scout,192.25,0.05
1750,player_0,Guard,63.2,0.05
1751,player_3,Scout,175.7,0.05
1752,player_2,Guard,-89.29,0.05
1753,player_1,Scout,161.48,0.05
1754,player_1,Guard,62.04,0.05
1755,player_3,Scout,179.25,0.05
1756,player_2,Guard,56.53,0.05
1757,player_1,Scout,147.27,0.05
1758,player_3,Guard,-62.59,0.05
1759,player_3,Scout,210.88,0.05
1760,player_2,Guard,82.16,0.05
1761,player_1,Scout,125.59,0.05
1762,player_3,Guard,68.34,0.05
1763,player_3,Scout,202.02,0.05
1764,player_3,Guard,68.65,0.05
1765,player_1,Scout,159.08,0.05
1766,player_1,Guard,-30.19,0.05
1767,player_3,Scout,152.97,0.05
1768,player_2,Guard,60.89,0.05
1769,player_1,Scout,178.46,0.05
1770,player_0,Guard,59.24,0.05
1771,player_3,Scout,203.47,0.05
1772,player_3,Guard,-61.49,0.05
1773,player_1,Scout,213.67,0.05
1774,player_0,Guard,62.72,0.05
1775,player_3,Scout,179.54,0.05
1776,player_1,Guard,63.51,0.05
1777,player_1,Scout,183.53,0.05
1778,player_3,Guard,-24.67,0.05
1779,player_3,Scout,196.23,0.05
1780,player_3,Guard,-27.99,0.05
1781,player_1,Scout,170.62,0.05
1782,player_0,Guard,62.03,0.05
1783,player_3,Scout,206.99,0.05
1784,player_2,Guard,96.58,0.05
1785,player_1,Scout,83.51,0.05
1786,player_1,Guard,64.64,0.05
1787,player_3,Scout,184.88,0.05
1788,player_1,Guard,69.07,0.05
1789,player_1,Scout,114.16,0.05
1790,player_3,Guard,17.27,0.05
1791,player_3,Scout,137.41,0.05
1792,player_3,Guard,69.61,0.05
1793,player_1,Scout,88.76,0.05
1794,player_1,Guard,56.47,0.05
1795,player_3,Scout,197.13,0.05
1796,player_3,Guard,71.64,0.05
1797,player_1,Scout,213.7,0.05
1798,player_1,Guard,-109.19,0.05
1799,player_3,Scout,130.08,0.05
1800,player_3,Guard,43.51,0.05
1801,player_1,Scout,185.82,0.05
1802,player_0,Guard,70.41,0.05
1803,player_3,Scout,176.93,0.05
1804,player_2,Guard,85.52,0.05
1805,player_1,Scout,170.86,0.05
1806,player_0,Guard,66.61,0.05
1807,player_3,Scout,100.6,0.05
1808,player_3,Guard,72.73,0.05
1809,player_1,Scout,166.04,0.05
1810,player_0,Guard,56.15,0.05
1811,player_3,Scout,127.17,0.05
1812,player_3,Guard,66.94,0.05
1813,player_1,Scout,172.46,0.05
1814,player_3,Guard,-89.99,0.05
1815,player_3,Scout,122.07,0.05
1816,player_2,Guard,85.53,0.05
1817,player_1,Scout,138.07,0.05
1818,player_1,Guard,64.47,0.05
1819,player_3,Scout,141.39,0.05
1820,player_1,Guard,63.93,0.05
1821,player_1,Scout,173.22,0.05
1822,player_1,Guard,69.89,0.05
1823,player_3,Scout,181.26,0.05
1824,player_3,Guard,72.95,0.05
1825,player_1,Scout,144.27,0.05
1826,player_3,Guard,55.31,0.05
1827,player_3,Scout,175.65,0.05
1828,player_3,Guard,77.52,0.05
1829,player_1,Scout,153.99,0.05
1830,player_3,Guard,72.9,0.05
1831,player_3,Scout,148.06,0.05
1832,player_3,Guard,77.14,0.05
1833,player_1,Scout,133.8,0.05
1834,player_1,Guard,65.94,0.05
1835,player_3,Scout,85.35,0.05
1836,player_1,Guard,59.17,0.05
1837,player_1,Scout,140.08,0.05
1838,player_3,Guard,-50.39,0.05
1839,player_3,Scout,204.14,0.05
1840,player_3,Guard,63.92,0.05
1841,player_1,Scout,143.68,0.05
1842,player_0,Guard,67.04,0.05
1843,player_3,Scout,167.45,0.05
1844,player_2,Guard,92.95,0.05
1845,player_1,Scout,115.53,0.05
1846,player_1,Guard,68.68,0.05
1847,player_3,Scout,200.49,0.05
1848,player_1,Guard,64.35,0.05
1849,player_1,Scout,121.88,0.05
1850,player_0,Guard,64.01,0.05
1851,player_3,Scout,104.29,0.05
1852,player_2,Guard,50.47,0.05
1853,player_1,Scout,177.51,0.05
1854,player_0,Guard,39.63,0.05
1855,player_3,Scout,153.74,0.05
1856,player_2,Guard,75.9,0.05
1857,player_1,Scout,148.76,0.05
1858,player_1,Guard,62.02,0.05
1859,player_3,Scout,178.92,0.05
1860,player_1,Guard,67.04,0.05
1861,player_1,Scout,153.31,0.05
1862,player_1,Guard,61.66,0.05
1863,player_3,Scout,179.64,0.05
1864,player_1,Guard,58.66,0.05
1865,player_1,Scout,87.51,0.05
1866,player_1,Guard,65.86,0.05
1867,player_3,Scout,148.34,0.05
1868,player_1,Guard,67.05,0.05
1869,player_1,Scout,208.67,0.05
1870,player_0,Guard,73.06,0.05
1871,player_3,Scout,136.27,0.05
1872,player_2,Guard,78.97,0.05
1873,player_1,Scout,129.52,0.05
1874,player_3,Guard,58.13,0.05
1875,player_3,Scout,120.79,0.05
1876,player_1,Guard,63.52,0.05
1877,player_1,Scout,134.77,0.05
1878,player_1,Guard,59.02,0.05
1879,player_3,Scout,202.59,0.05
1880,player_1,Guard,67.04,0.05
1881,player_1,Scout,190.45,0.05
1882,player_3,Guard,34.29,0.05
1883,player_3,Scout,187.54,0.05
1884,player_3,Guard,-48.79,0.05
1885,player_1,Scout,188.12,0.05
1886,player_3,Guard,71.52,0.05
1887,player_3,Scout,195.45,0.05
1888,player_3,Guard,46.46,0.05
1889,player_1,Scout,170.73,0.05
1890,player_1,Guard,60.36,0.05
1891,player_3,Scout,182.01,0.05
1892,player_2,Guard,82.56,0.05
1893,player_1,Scout,191.41,0.05
1894,player_1,Guard,51.0,0.05
1895,player_3,Scout,183.66,0.05
1896,player_2,Guard,86.18,0.05
1897,player_1,Scout,179.13,0.05
1898,player_3,Guard,56.39,0.05
1899,player_3,Scout,196.86,0.05
1900,player_1,Guard,62.54,0.05
1901,player_1,Scout,152.45,0.05
1902,player_1,Guard,-48.49,0.05
1903,player_3,Scout,174.11,0.05
1904,player_2,Guard,78.77,0.05
1905,player_1,Scout,95.98,0.05
1906,player_1,Guard,64.51,0.05
1907,player_3,Scout,175.35,0.05
1908,player_3,Guard,74.16,0.05
1909,player_1,Scout,190.16,0.05
1910,player_0,Guard,66.84,0.05
1911,player_3,Scout,172.5,0.05
1912,player_3,Guard,59.78,0.05
1913,player_1,Scout,188.83,0.05
1914,player_0,Guard,64.46,0.05
1915,player_3,Scout,176.9,0.05
1916,player_1,Guard,60.98,0.05
1917,player_1,Scout,200.13,0.05
1918,player_0,Guard,66.71,0.05
1919,player_3,Scout,169.0,0.05
1920,player_2,Guard,76.63,0.05
1921,player_1,Scout,203.38,0.05
1922,player_3,Guard,83.32,0.05
1923,player_3,Scout,193.71,0.05
1924,player_3,Guard,72.22,0.05
1925,player_1,Scout,186.49,0.05
1926,player_3,Guard,78.64,0.05
1927,player_3,Scout,200.37,0.05
1928,player_1,Guard,-127.49,0.05
1929,player_1,Scout,194.28,0.05
1930,player_1,Guard,64.37,0.05
1931,player_3,Scout,182.66,0.05
1932,player_2,Guard,80.01,0.05
1933,player_1,Scout,181.33,0.05
1934,player_3,Guard,78.16,0.05
1935,player_3,Scout,173.28,0.05
1936,player_2,Guard,64.45,0.05
1937,player_1,Scout,198.54,0.05
1938,player_0,Guard,69.69,0.05
1939,player_3,Scout,138.56,0.05
1940,player_3,Guard,74.57,0.05
1941,player_1,Scout,180.88,0.05
1942,player_0,Guard,65.61,0.05
1943,player_3,Scout,191.74,0.05
1944,player_2,Guard,79.42,0.05
1945,player_1,Scout,177.53,0.05
1946,player_1,Guard,44.05,0.05
1947,player_3,Scout,159.38,0.05
1948,player_3,Guard,-46.09,0.05
1949,player_1,Scout,151.61,0.05
1950,player_3,Guard,-67.09,0.05
1951,player_3,Scout,177.36,0.05
1952,player_3,Guard,62.1,0.05
1953,player_1,Scout,160.8,0.05
1954,player_1,Guard,53.0,0.05
1955,player_3,Scout,206.5,0.05
1956,player_1,Guard,63.04,0.05
1957,player_1,Scout,152.03,0.05
1958,player_1,Guard,60.34,0.05
1959,player_3,Scout,165.24,0.05
1960,player_2,Guard,84.16,0.05
1961,player_1,Scout,209.08,0.05
1962,player_0,Guard,54.24,0.05
1963,player_3,Scout,178.43,0.05
1964,player_3,Guard,46.64,0.05
1965,player_1,Scout,184.41,0.05
1966,player_1,Guard,67.68,0.05
1967,player_3,Scout,109.58,0.05
1968,player_1,Guard,68.38,0.05
1969,player_1,Scout,172.73,0.05
1970,player_3,Guard,40.47,0.05
1971,player_3,Scout,184.77,0.05
1971,player_1,Scout,189.44,0.05
1972,player_1,Guard,60.18,0.05
1973,player_3,Scout,169.1,0.05
1974,player_2,Guard,70.55,0.05
1975,player_1,Scout,181.6,0.05
1976,player_0,Guard,69.4,0.05
1977,player_3,Scout,197.44,0.05
1978,player_3,Guard,-39.19,0.05
1979,player_1,Scout,151.13,0.05
1980,player_0,Guard,57.27,0.05
1981,player_3,Scout,92.26,0.05
1982,player_2,Guard,64.36,0.05
1983,player_1,Scout,178.46,0.05
1984,player_3,Guard,54.33,0.05
1985,player_3,Scout,86.7,0.05
1986,player_2,Guard,34.78,0.05
1987,player_1,Scout,162.01,0.05
1988,player_3,Guard,78.33,0.05
1989,player_3,Scout,193.61,0.05
1990,player_2,Guard,76.26,0.05
1991,player_1,Scout,174.93,0.05
1992,player_3,Guard,63.69,0.05
1993,player_3,Scout,173.65,0.05
1994,player_1,Guard,-82.59,0.05
1995,player_1,Scout,189.3,0.05
1996,player_3,Guard,-38.89,0.05
1997,player_3,Scout,181.46,0.05
1998,player_1,Guard,-83.09,0.05
1999,player_1,Scout,189.29,0.05
2000,player_1,Guard,50.46,0.05
2001,player_3,Scout,170.4,0.05
2002,player_2,Guard,82.16,0.05
2003,player_1,Scout,167.66,0.05
2004,player_0,Guard,-46.89,0.05
2005,player_3,Scout,139.86,0.05
2006,player_2,Guard,42.43,0.05
2007,player_1,Scout,174.0,0.05
2008,player_3,Guard,57.03,0.05
2009,player_3,Scout,183.68,0.05
2010,player_1,Guard,37.28,0.05
2011,player_1,Scout,108.13,0.05
2012,player_3,Guard,-63.69,0.05
2013,player_3,Scout,179.11,0.05
2014,player_2,Guard,63.55,0.05
2015,player_1,Scout,166.88,0.05
2016,player_0,Guard,21.7,0.05
2017,player_3,Scout,170.12,0.05
2018,player_1,Guard,-50.29,0.05
2019,player_1,Scout,178.68,0.05
2020,player_3,Guard,-1.33,0.05
2021,player_3,Scout,183.33,0.05
